Age,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Tutoring_Sessions_Per_Week,Exam_Anxiety_Score,Final_Score,Gender_Male,Gender_Non-Binary,Part_Time_Job_1,Study_Method_Offline,Study_Method_Online,Diet_Quality_Good,Diet_Quality_Poor,Internet_Quality_Excellent,Internet_Quality_Good,Internet_Quality_Poor,Extracurricular_Yes,Family_Income_Level_Low,Family_Income_Level_Middle
22,4.81,79.9,9.0,7.9,3.5,3.14,3,3.5,85.59,False,False,False,False,False,True,False,False,False,True,False,False,True
22,7.45,91.6,6.0,6.7,1.8,3.61,2,2.3,89.93,True,False,False,False,True,False,False,False,False,True,False,False,True
20,4.26,70.3,5.3,5.7,4.7,2.9,2,6.0,78.78,False,False,False,False,True,True,False,False,True,False,True,False,True
23,1.19,97.0,9.4,5.7,0.5,3.36,2,3.1,93.34,True,False,True,False,True,False,False,True,False,False,False,False,True
19,4.8,69.2,6.1,6.5,3.1,2.91,2,3.1,69.34,False,False,False,False,True,False,True,True,False,False,False,False,True
23,8.4,76.3,5.2,7.3,5.8,3.0,2,4.2,90.55,True,False,True,False,True,False,False,False,False,False,False,False,True
20,4.23,73.8,7.7,7.3,4.7,2.89,0,6.2,70.49,False,False,True,True,False,False,False,False,True,False,False,True,False
22,3.22,67.6,8.8,5.3,5.4,2.69,0,4.8,56.54,True,False,True,False,False,False,False,False,True,False,False,False,True
24,2.89,68.7,7.1,2.5,0.9,2.57,1,5.0,68.52,False,False,True,False,True,False,False,False,False,False,False,False,True
18,2.9,74.1,7.5,2.3,3.3,3.13,1,3.6,76.31,False,False,False,False,False,False,False,False,True,False,True,False,False
24,4.4,77.3,7.9,5.0,6.7,2.68,1,6.3,83.35,True,False,True,True,False,False,False,False,True,False,True,False,True
24,2.64,73.8,6.2,3.6,4.0,3.16,1,4.4,74.93,False,False,True,False,True,False,True,False,False,False,False,True,False
22,8.0,70.7,7.1,5.9,1.5,3.04,2,3.2,85.95,False,False,True,True,False,True,False,False,False,True,False,False,True
23,4.43,54.2,8.0,8.0,3.3,2.41,1,5.5,66.92,True,False,False,False,False,False,False,False,False,False,False,True,False
18,5.66,77.2,6.5,6.3,4.6,2.58,2,5.3,66.32,True,False,True,True,False,False,True,False,True,False,False,False,True
17,7.88,98.6,9.3,5.0,3.0,3.27,2,5.1,89.63,True,False,False,False,True,False,False,False,False,True,True,True,False
21,8.01,96.4,5.4,2.7,4.4,2.02,0,5.8,89.85,False,False,True,False,False,True,False,False,False,False,False,False,True
22,4.57,91.5,5.8,5.7,3.2,3.59,2,5.6,92.87,False,False,False,False,False,False,True,False,False,False,True,True,False
20,5.66,76.0,6.5,2.1,6.9,2.53,1,3.0,95.87,True,False,False,True,False,False,False,False,False,True,True,True,False
17,6.47,85.1,6.1,5.7,4.6,2.44,2,4.9,83.67,False,False,False,False,True,True,False,False,False,False,True,False,False
21,4.61,74.6,6.6,5.8,3.8,3.66,0,6.9,80.52,False,False,False,False,False,False,False,True,False,False,False,False,False
20,1.44,75.3,7.8,7.5,5.1,1.94,0,9.6,40.92,False,False,False,False,True,False,True,False,False,True,True,False,True
24,6.31,81.5,9.2,10.0,3.8,2.88,1,3.5,77.38,False,False,True,False,False,False,False,False,True,False,False,True,False
19,6.79,90.1,5.2,5.5,4.2,3.02,4,4.6,94.95,False,False,True,False,True,True,False,False,False,False,True,False,False
20,5.83,75.0,6.1,10.0,2.5,2.84,0,5.7,74.03,False,False,False,False,True,False,False,False,True,False,False,False,False
18,3.15,73.4,5.3,7.1,4.9,2.77,0,7.5,58.58,True,False,False,False,True,False,False,False,True,False,False,False,False
18,4.61,79.6,7.1,3.8,5.6,3.08,3,5.6,93.47,False,False,False,True,False,False,False,False,False,False,False,False,True
19,3.82,65.2,6.2,5.5,4.7,2.27,2,4.5,58.33,False,False,False,True,False,False,True,True,False,False,True,True,False
17,4.4,88.5,6.0,5.9,1.9,2.77,2,3.9,75.92,True,False,True,True,False,False,False,False,True,False,True,True,False
21,7.59,90.1,6.4,2.7,3.1,2.41,4,4.8,98.29,False,False,True,False,True,False,False,True,False,False,False,False,False
20,8.06,91.7,7.4,4.9,3.1,2.61,3,3.9,94.5,False,False,False,False,True,False,False,False,True,False,True,False,False
18,6.34,87.7,6.0,5.3,4.6,2.44,0,1.6,76.2,False,False,True,False,False,False,False,True,False,False,False,False,True
17,6.1,74.1,7.0,8.1,4.1,3.33,3,1.0,98.22,True,False,True,False,False,True,False,False,True,False,False,False,True
19,6.35,77.6,5.5,2.6,4.4,3.3,3,4.4,98.31,True,False,False,True,False,False,True,True,False,False,True,False,True
23,4.98,70.7,9.0,5.8,3.2,2.86,1,5.8,82.55,False,False,False,False,True,False,False,False,True,False,True,False,False
22,4.85,83.1,6.9,2.6,3.0,3.09,1,1.9,90.74,False,False,False,True,False,False,False,False,True,False,False,False,True
23,3.65,100.0,8.7,4.4,4.9,3.43,1,5.5,92.04,True,False,False,False,True,False,True,False,True,False,False,False,True
23,4.89,70.2,9.3,7.8,4.0,3.45,2,4.3,80.66,False,False,True,False,False,False,False,True,False,False,True,True,False
18,9.52,86.5,7.2,4.6,4.1,2.67,2,2.7,86.78,False,False,True,False,True,True,False,True,False,False,False,False,True
24,6.74,93.7,5.2,5.5,2.1,3.12,2,2.8,95.63,True,False,True,True,False,False,False,False,False,False,False,False,True
24,4.32,69.6,7.5,5.8,4.7,3.7,1,2.5,85.66,True,False,False,False,True,False,False,False,True,False,False,False,False
19,4.06,100.0,5.8,2.8,2.9,3.06,2,2.5,98.14,True,False,True,False,True,False,False,False,False,False,True,True,False
20,3.27,73.4,7.9,6.4,3.6,3.17,0,3.1,61.97,False,False,True,False,True,False,False,False,True,False,True,True,False
24,5.75,79.0,6.1,6.3,2.9,2.39,2,4.1,87.46,True,False,False,False,False,True,False,False,False,False,False,False,True
23,5.78,84.2,7.7,4.5,4.5,3.19,1,4.5,96.34,True,False,False,False,False,False,True,False,False,False,True,False,True
24,2.11,89.3,7.5,8.4,3.4,2.26,0,5.5,36.58,True,False,False,True,False,False,True,True,False,False,True,False,True
23,5.97,87.9,5.2,9.5,5.7,3.5,1,4.2,88.08,True,False,False,False,True,False,False,False,False,False,False,False,True
21,3.86,77.6,8.8,7.7,4.9,3.78,1,3.1,84.99,True,False,False,False,False,False,True,False,True,False,True,False,False
18,7.85,73.5,10.0,6.4,4.2,3.31,1,4.8,93.36,True,False,False,False,True,True,False,False,True,False,True,False,False
18,5.31,56.8,5.9,2.7,1.4,2.97,1,1.0,93.38,False,False,False,False,False,True,False,False,False,False,True,False,True
20,8.44,75.0,6.9,3.2,4.7,2.15,2,4.7,96.13,False,False,False,True,False,False,False,False,False,False,False,False,True
24,4.08,92.6,5.9,6.2,3.3,3.77,2,1.0,94.94,True,False,True,False,False,False,True,False,True,False,True,True,False
24,4.42,72.2,7.1,6.1,3.4,2.14,1,4.9,72.11,True,False,False,False,True,False,False,False,False,False,False,False,False
22,5.6,86.1,7.1,7.8,4.6,2.4,2,3.6,79.61,False,True,False,False,True,False,False,True,False,False,False,False,False
17,7.11,87.1,7.5,7.3,5.4,3.31,2,2.9,98.11,True,False,False,False,False,True,False,True,False,False,False,False,True
21,6.13,81.7,8.0,7.0,4.5,2.25,3,2.1,84.61,True,False,True,True,False,False,False,False,False,False,True,True,False
18,2.53,74.5,7.8,5.0,4.2,4.0,2,5.9,98.87,True,False,False,True,False,False,False,False,False,False,True,True,False
21,5.37,74.5,5.9,6.5,5.6,3.68,2,2.1,90.19,True,False,True,True,False,False,False,False,True,False,False,False,True
18,5.04,79.6,4.6,5.6,4.3,3.51,2,1.5,99.62,False,False,False,False,False,True,False,False,True,False,True,True,False
21,4.14,62.5,6.9,5.5,3.0,2.95,1,8.0,69.64,True,False,True,False,False,True,False,False,False,False,False,False,True
19,3.7,94.0,6.9,5.8,4.7,2.39,1,5.3,78.13,False,False,False,False,True,False,False,False,False,True,False,False,True
23,8.5,69.6,7.9,6.7,3.9,2.39,2,2.2,88.22,True,False,True,False,True,False,True,False,True,False,False,False,True
18,4.22,73.8,8.8,8.7,3.2,2.82,1,5.3,67.7,True,False,True,True,False,False,False,True,False,False,True,False,False
21,3.31,73.9,7.4,5.9,1.0,2.6,3,3.8,88.19,False,False,False,False,False,False,True,False,False,False,False,False,True
24,6.27,77.1,6.5,5.3,4.6,3.75,2,1.0,97.94,True,False,False,False,True,False,True,False,True,False,True,False,False
17,5.26,83.8,7.1,4.0,3.9,2.84,0,3.3,83.76,False,False,False,False,True,False,True,True,False,False,True,True,False
19,4.85,92.1,6.5,7.2,5.9,2.76,0,4.9,75.8,True,False,False,True,False,False,True,False,True,False,False,True,False
19,6.56,82.3,7.2,3.7,4.0,3.0,3,5.5,96.49,False,False,True,False,False,True,False,False,True,False,False,False,True
17,5.98,95.7,6.3,1.1,3.1,2.65,2,3.6,92.36,True,False,True,False,True,False,False,False,True,False,False,False,True
21,5.72,76.4,7.5,7.8,3.4,3.22,1,4.7,76.25,False,False,False,False,True,False,True,True,False,False,False,True,False
24,6.93,87.0,6.1,9.7,2.4,2.85,1,2.3,97.9,True,False,False,False,False,False,True,False,True,False,False,False,True
20,5.57,88.0,5.5,5.3,3.0,3.32,2,6.1,82.45,False,False,True,False,True,False,True,True,False,False,True,False,True
17,3.77,81.5,7.2,5.7,4.1,3.42,0,6.4,74.01,True,False,True,True,False,True,False,False,True,False,True,False,False
21,4.28,86.7,7.5,5.5,3.5,4.0,1,5.0,92.79,False,False,False,False,False,False,False,False,True,False,False,False,True
17,3.96,69.9,7.6,6.9,4.2,2.35,0,5.9,64.17,True,False,False,True,False,False,False,False,False,False,True,False,True
17,5.42,93.3,5.6,2.2,3.7,3.27,3,1.1,97.86,False,False,True,True,False,False,False,False,False,False,False,False,False
18,2.84,88.2,5.0,1.2,4.3,3.05,2,6.7,73.61,True,False,True,False,False,False,False,False,True,False,True,False,False
21,1.34,81.8,5.3,3.9,3.7,3.91,1,5.6,67.1,True,False,True,False,True,False,True,False,False,False,True,False,True
20,5.18,76.6,8.5,8.1,3.4,3.04,0,5.0,68.67,False,False,False,False,True,False,True,False,True,False,True,False,True
23,2.33,88.5,8.0,6.0,1.9,3.77,2,4.5,93.33,True,False,False,True,False,False,False,False,False,False,False,False,True
18,1.1,69.3,7.6,3.3,7.8,3.44,1,5.5,72.13,True,False,True,False,True,False,True,True,False,False,False,True,False
17,5.75,87.5,8.6,5.1,1.5,3.73,1,2.3,91.37,False,False,False,False,True,True,False,False,False,False,True,True,False
23,3.58,89.4,8.3,3.8,4.5,3.25,2,3.2,94.67,False,True,False,False,False,False,False,True,False,False,True,False,True
22,5.99,100.0,8.5,3.2,4.1,3.71,2,1.5,85.38,True,False,True,False,False,False,False,False,True,False,False,False,False
23,3.94,79.3,7.1,2.7,4.7,2.09,1,5.5,69.24,False,False,False,True,False,False,True,False,False,False,True,False,True
17,2.76,93.7,9.2,5.3,4.5,2.75,2,6.7,79.85,False,False,False,False,True,True,False,False,True,False,False,True,False
17,2.51,86.4,8.8,5.3,2.2,2.58,1,1.9,80.81,True,False,True,True,False,True,False,False,False,False,False,True,False
24,3.97,64.1,5.9,5.9,3.0,3.61,2,5.6,69.3,False,False,False,True,False,False,False,False,False,False,False,False,True
21,4.45,67.3,8.0,5.4,2.6,2.99,0,5.1,88.99,False,False,False,False,False,False,True,False,False,False,False,False,True
21,3.35,74.8,8.9,3.0,5.1,2.65,2,4.7,97.17,False,True,False,False,True,True,False,False,False,True,True,False,True
18,4.44,91.8,9.9,3.7,6.8,3.98,0,3.1,86.61,True,False,True,True,False,True,False,True,False,False,False,False,True
20,1.93,94.7,6.5,4.7,3.7,3.42,1,2.3,90.25,False,False,True,False,False,False,False,False,False,True,False,False,False
18,5.03,77.7,7.5,5.9,3.6,3.22,2,3.3,87.01,True,False,True,False,True,True,False,False,True,False,False,False,True
19,1.41,84.5,7.5,3.6,5.2,2.27,0,8.0,57.16,True,False,False,True,False,False,False,False,False,False,True,False,True
17,4.61,82.4,6.0,7.0,5.4,3.5,0,2.3,77.39,True,False,False,False,False,False,True,False,True,False,False,False,False
23,6.39,55.4,6.9,2.7,4.5,3.3,5,1.9,94.83,False,True,False,False,True,False,False,False,False,False,False,False,False
22,7.18,91.1,7.2,4.5,3.7,3.63,0,3.6,85.47,False,False,True,False,True,True,False,False,True,False,False,False,True
17,8.43,94.3,5.4,1.0,4.5,3.57,4,2.2,94.48,False,False,False,False,True,False,False,False,True,False,True,False,False
17,1.89,57.8,7.4,1.7,4.1,3.13,1,4.7,78.59,False,False,True,False,True,False,False,False,True,False,True,False,True
18,6.52,70.8,6.4,9.8,4.2,3.09,1,6.8,80.19,True,False,True,False,True,True,False,False,False,False,False,False,True
22,7.41,79.3,6.0,5.9,4.0,2.07,2,3.0,78.65,True,False,True,True,False,False,True,False,True,False,False,False,True
22,6.96,79.3,6.0,5.7,3.7,3.43,3,4.0,86.9,True,False,True,True,False,False,False,False,False,False,True,False,True
22,3.14,90.7,8.0,7.8,2.2,1.5,0,6.5,52.6,True,False,True,False,False,False,True,False,False,True,False,False,True
18,5.82,91.9,8.2,2.2,2.0,2.34,1,3.5,89.68,False,False,True,False,True,False,True,False,True,False,True,False,True
17,8.72,74.6,6.6,3.4,4.1,3.59,3,1.5,92.58,False,False,False,False,True,False,False,False,True,False,True,False,False
18,2.01,86.9,6.7,6.6,5.2,3.37,0,5.5,52.82,True,False,False,True,False,False,False,False,True,False,True,False,True
21,5.95,73.7,4.4,2.4,2.9,3.31,3,3.2,87.61,True,False,False,True,False,True,False,False,True,False,True,False,True
21,7.22,77.1,7.0,4.2,4.5,3.38,2,5.6,80.39,True,False,True,False,True,False,False,False,False,False,True,True,False
18,3.61,82.5,9.0,1.0,5.5,2.32,4,4.1,98.52,True,False,False,True,False,True,False,False,False,False,True,False,False
22,6.17,85.6,7.6,5.9,1.9,2.28,2,1.6,91.79,False,False,True,True,False,True,False,False,False,True,True,False,False
24,2.86,73.9,8.3,8.0,4.9,2.57,1,5.3,62.2,False,False,True,False,True,False,False,False,True,False,False,False,True
17,3.38,99.2,7.2,6.6,2.5,3.2,2,4.2,75.1,False,False,True,True,False,False,False,False,True,False,False,False,False
18,3.37,82.2,6.2,3.9,2.8,3.21,2,7.4,83.38,True,False,True,False,True,False,False,False,False,False,False,False,False
18,5.38,80.2,7.0,3.4,3.1,2.5,2,5.1,79.87,True,False,False,False,False,False,True,False,True,False,True,False,False
18,4.82,87.9,8.5,7.3,4.8,3.22,2,2.6,86.49,True,False,True,False,False,True,False,False,True,False,True,False,True
24,6.91,73.9,8.0,1.0,6.1,3.12,3,2.9,88.71,False,False,False,True,False,True,False,False,True,False,False,False,True
24,3.12,83.3,6.0,4.2,4.8,2.62,2,4.7,71.45,False,False,True,True,False,False,False,False,True,False,False,True,False
19,4.74,55.7,6.1,3.0,4.6,3.21,3,4.1,95.92,True,False,True,False,False,True,False,False,True,False,True,False,False
21,6.92,63.0,7.9,5.7,2.9,3.24,3,4.7,91.11,False,False,False,True,False,False,False,False,True,False,True,False,False
23,6.12,76.5,7.5,3.0,1.8,4.0,1,3.9,96.26,False,False,True,False,True,False,True,False,False,False,False,False,False
22,2.35,75.5,9.0,5.8,4.3,2.66,0,5.0,70.63,False,False,True,True,False,False,False,False,False,False,False,False,True
20,6.33,76.6,6.0,1.7,5.3,3.57,3,3.9,88.41,False,False,False,True,False,False,False,False,False,False,False,False,True
24,4.04,73.7,4.7,2.8,6.5,2.99,3,4.9,73.87,False,False,False,False,True,False,False,False,True,False,False,False,True
23,5.77,86.0,7.1,6.9,7.2,3.06,0,1.4,89.16,False,False,False,False,False,False,False,True,False,False,False,False,True
24,5.6,92.3,5.3,9.8,2.9,3.11,0,5.3,68.39,True,False,True,False,True,False,False,False,True,False,False,False,True
22,7.44,75.1,6.5,3.0,5.9,2.74,2,3.4,86.15,True,False,True,False,True,False,False,False,False,False,True,True,False
20,5.23,90.5,6.6,1.2,5.0,2.4,1,1.7,86.58,True,False,True,False,True,False,False,False,True,False,False,False,False
19,1.29,84.0,7.1,7.3,4.1,3.51,1,8.4,78.27,True,False,True,False,False,False,True,True,False,False,True,False,True
18,2.26,68.1,9.7,5.4,4.7,2.46,1,6.3,63.21,False,False,False,True,False,False,True,True,False,False,False,False,False
19,6.46,66.7,7.9,1.0,7.3,2.67,4,4.1,89.32,False,False,True,True,False,False,True,False,True,False,False,False,True
24,4.48,80.7,6.7,3.7,1.7,3.33,0,2.9,98.42,True,False,False,False,False,False,True,True,False,False,False,False,True
19,7.28,90.9,6.2,5.2,1.6,3.48,2,5.3,87.4,False,False,False,False,False,False,False,False,False,True,False,True,False
23,5.55,71.0,8.5,5.6,3.2,3.35,3,1.7,98.85,True,False,False,True,False,False,False,False,False,False,True,False,False
17,3.5,59.2,6.9,7.0,2.9,3.0,2,4.8,71.06,True,False,False,True,False,False,False,False,False,True,True,False,False
24,7.16,89.9,5.6,6.2,4.6,3.98,3,2.1,97.04,True,False,False,True,False,False,False,False,True,False,False,True,False
24,3.39,91.7,7.5,3.3,4.0,2.6,4,4.6,97.6,True,False,True,True,False,False,False,False,False,True,False,True,False
23,0.89,77.9,5.9,1.4,1.0,2.44,1,3.8,73.88,True,False,False,False,True,False,False,False,True,False,True,False,True
21,9.13,91.1,7.7,4.8,1.0,3.01,4,5.4,94.44,False,False,False,True,False,False,False,False,True,False,False,False,True
20,1.18,100.0,9.2,6.3,3.4,2.19,0,6.8,46.31,True,False,False,False,True,False,True,False,False,False,True,True,False
18,6.27,71.7,5.8,7.9,4.1,2.96,1,6.2,74.43,False,True,False,False,False,False,False,True,False,False,True,False,True
23,6.88,76.3,7.4,7.1,6.3,2.41,0,5.1,82.87,True,False,True,False,False,False,False,False,False,False,True,False,True
20,5.29,76.4,6.6,4.4,2.8,3.17,3,5.8,86.29,True,False,True,True,False,False,False,False,False,False,False,False,True
22,1.63,91.0,6.7,3.6,4.4,2.27,1,4.4,63.51,True,False,True,True,False,False,False,False,True,False,True,False,False
20,7.03,71.7,8.4,7.9,2.1,2.98,3,4.8,98.93,False,False,True,False,True,False,False,False,False,True,False,False,True
22,2.12,77.1,4.5,6.7,7.1,2.54,0,4.2,44.74,True,False,False,True,False,False,False,False,True,False,True,False,False
23,2.31,92.9,6.2,3.7,2.4,2.51,3,4.1,88.91,False,False,True,False,True,False,False,True,False,False,True,True,False
24,4.28,90.4,8.7,4.3,3.3,3.63,3,2.6,97.98,False,False,True,False,False,False,False,True,False,False,False,False,True
24,6.58,90.8,6.3,6.0,3.6,3.06,1,1.4,96.97,False,False,False,False,True,False,False,True,False,False,False,True,False
21,5.6,71.1,5.6,1.0,3.8,3.37,1,2.8,87.78,False,False,False,False,True,False,False,False,False,False,True,False,True
23,6.62,84.7,6.6,6.4,4.7,2.16,1,3.7,79.69,True,False,True,False,True,True,False,False,True,False,True,False,False
22,4.11,74.5,7.3,4.4,3.2,2.95,3,3.8,87.83,True,False,False,True,False,True,False,False,False,True,False,False,False
20,4.66,89.5,7.5,2.5,5.1,2.99,4,2.9,94.38,True,False,True,True,False,False,True,False,False,False,True,False,False
20,2.73,85.3,8.1,2.4,4.3,3.63,2,4.8,79.52,False,False,False,False,True,False,False,False,False,True,False,False,True
22,4.37,87.4,8.8,3.2,2.9,2.92,3,2.2,98.28,True,False,False,False,False,True,False,False,False,False,False,False,False
19,6.19,78.6,8.0,5.6,3.2,3.07,1,3.0,94.63,True,False,False,False,True,False,False,True,False,False,True,False,True
21,4.4,81.8,7.7,3.6,3.5,2.27,4,3.5,90.54,False,True,False,True,False,True,False,False,False,False,False,True,False
17,5.95,84.1,7.8,7.8,4.2,3.34,3,4.1,92.16,True,False,False,False,False,True,False,False,True,False,False,False,True
24,3.85,78.3,5.8,6.1,5.2,2.7,1,7.1,63.27,False,False,False,True,False,False,False,False,True,False,True,False,True
18,3.82,83.6,7.8,4.4,5.1,2.54,1,6.3,75.1,False,False,False,True,False,False,False,False,True,False,True,False,True
20,5.08,70.7,8.7,7.7,0.5,2.53,0,4.9,81.92,True,False,False,True,False,False,False,True,False,False,True,True,False
